Name,Location,Mileage,Engine,Seats
Maruti Ritz LDi,Coimbatore,21.1,1248.0,5.0
BMW 3 Series 320d Sedan,Chennai,16.07,1995.0,5.0
Tata Xenon XT EX 4X2,Pune,13.49,2179.0,5.0
Audi A3 35 TDI Attraction,Chennai,20.38,1968.0,5.0
Land Rover Range Rover 2.2L Dynamic,Hyderabad,12.7,2179.0,5.0
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,12.0,2987.0,7.0
Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,13.5,2477.0,7.0
Maruti Alto LX,Jaipur,19.7,796.0,5.0
Maruti Wagon R LXI BSIII,Pune,14.0,1061.0,5.0
Land Rover Range Rover 2.2L Prestige,Coimbatore,12.7,2179.0,5.0
Hyundai Verna 1.6 SX VTVT,Pune,17.01,1591.0,5.0
BMW 5 Series 525d Sedan,Hyderabad,16.73,2993.0,5.0
Jaguar XF Diesel,Bangalore,14.74,2993.0,5.0
Skoda Superb Elegance 1.8 TSI AT,Hyderabad,13.7,1798.0,5.0
Audi Q3 35 TDI Quattro Premium,Kochi,15.73,1968.0,5.0
Land Rover Range Rover 2.2L Pure,Coimbatore,12.7,2179.0,5.0
Mercedes-Benz New C-Class 220 CDI AT,Jaipur,14.84,2143.0,5.0
Mahindra Scorpio S10 4WD,Kochi,15.4,2179.0,7.0
BMW 3 Series Luxury Line,Mumbai,21.76,1995.0,5.0
Honda BR-V i-VTEC S MT,Pune,15.4,1497.0,7.0
Volvo S80 2006-2013 D5,Chennai,16.0,2400.0,5.0
Hyundai Accent GLE,Pune,13.2,1495.0,5.0
Hyundai i20 Active SX Petrol,Jaipur,17.19,1197.0,5.0
Mercedes-Benz GLC 43 AMG Coupe,Coimbatore,11.5,2996.0,5.0
Hyundai EON Magna Plus,Kolkata,21.1,814.0,5.0
Hyundai Grand i10 SportZ Edition,Kochi,18.9,1197.0,5.0
Honda City 1.5 EXI S,Mumbai,13.0,1493.0,5.0
Volkswagen Polo Petrol Trendline 1.2L,Kolkata,16.47,1198.0,5.0
Audi A6 35 TFSI Matrix,Mumbai,15.26,1798.0,5.0
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,15.29,1591.0,5.0
Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,11.74,1796.0,5.0
Mini Cooper Convertible S,Mumbai,16.82,1998.0,4.0
Toyota Etios VD,Bangalore,23.59,1364.0,5.0
Honda Brio S MT,Delhi,19.4,1198.0,5.0
Maruti Baleno Alpha Automatic,Coimbatore,21.4,1197.0,5.0
Skoda Laura Ambiente 2.0 TDI CR AT,Coimbatore,20.0,1968.0,5.0
Hyundai EON Era Plus,Kochi,21.1,814.0,5.0
Renault Captur 1.5 Diesel RXL,Coimbatore,20.37,1461.0,5.0
BMW 5 Series 2003-2012 GT 530d LE,Coimbatore,16.2,2993.0,5.0
Maruti Alto 800 LXI,Kochi,22.74,796.0,5.0
Volvo V40 D3,Bangalore,16.8,1984.0,5.0
Maruti Wagon R LXI BSII,Ahmedabad,18.9,998.0,5.0
Honda City ZX GXi,Kolkata,17.7,1497.0,5.0
Chevrolet Enjoy 1.4 LS 8,Kolkata,13.7,1399.0,8.0
Mahindra Bolero ZLX,Coimbatore,15.96,2523.0,7.0
Hyundai EON D Lite,Hyderabad,21.1,814.0,5.0
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,13.0,1591.0,5.0
Volkswagen Vento 1.6 Comfortline,Mumbai,16.09,1598.0,5.0
Honda Civic 2006-2010 1.8 S AT,Pune,12.9,1799.0,5.0
Tata Indica Vista Quadrajet LS,Hyderabad,22.3,1248.0,5.0
Mahindra XUV500 W8 2WD,Kochi,16.0,2179.0,7.0
Hyundai i20 1.2 Asta Option,Coimbatore,18.6,1197.0,5.0
Audi Q5 30 TDI quattro Premium Plus,Bangalore,14.16,1968.0,5.0
Maruti Ritz VXi,Chennai,18.5,1197.0,5.0
Mitsubishi Cedia Sports,Chennai,13.17,1999.0,5.0
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,12.8,2494.0,7.0
Maruti Celerio LDi,Hyderabad,27.62,793.0,5.0
Maruti S-Cross Delta DDiS 200 SH,Delhi,25.1,1248.0,5.0
Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,15.17,1968.0,5.0
BMW 3 Series Luxury Line,Bangalore,21.76,1995.0,5.0
Audi Q7 4.2 TDI Quattro Technology,Coimbatore,11.33,4134.0,7.0
Hyundai i20 2015-2017 Asta 1.2,Pune,18.6,1197.0,5.0
Renault Duster 110PS Diesel RxL,Hyderabad,19.01,1461.0,5.0
Hyundai Xcent 1.1 CRDi S Celebration Edition,Pune,24.4,1120.0,5.0
Ford Ecosport 1.5 DV5 MT Titanium,Delhi,22.7,1498.0,5.0
Volkswagen Polo Petrol Trendline 1.2L,Hyderabad,16.47,1198.0,5.0
Hyundai Grand i10 CRDi Magna,Kolkata,24.0,1120.0,5.0
Tata Manza Aqua Quadrajet BS IV,Ahmedabad,21.12,1248.0,5.0
Honda City 1.5 V MT,Kolkata,17.0,1497.0,5.0
Hyundai Santro Xing GLS,Bangalore,17.92,1086.0,5.0
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,12.99,2494.0,7.0
Maruti Ciaz 1.3 S,Coimbatore,28.09,1248.0,5.0
Toyota Fortuner 4x4 MT TRD Sportivo,Delhi,12.55,2982.0,7.0
Mercedes-Benz E-Class E 220 d,Kochi,12.6,1950.0,5.0
Mercedes-Benz New C-Class 220 CDI MT,Chennai,15.8,2148.0,5.0
Skoda Yeti Ambition 4X2,Kolkata,17.72,1968.0,5.0
Hyundai Grand i10 Sportz,Delhi,18.9,1197.0,5.0
Ford Figo 2015-2019 1.2P Titanium MT,Hyderabad,18.16,1196.0,5.0
Skoda Octavia Ambition 1.4 TSI MT,Mumbai,16.8,1395.0,5.0
Renault Duster 85PS Diesel RxL Option,Mumbai,19.87,1461.0,5.0
Land Rover Range Rover Evoque 2.0 TD4 Pure,Delhi,15.68,1999.0,5.0
Ford Figo Diesel EXI,Chennai,20.0,1399.0,5.0
Ford Endeavour Hurricane Limited Edition,Hyderabad,12.8,2953.0,7.0
Toyota Fortuner 4x4 MT,Coimbatore,12.55,2982.0,7.0
Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,22.07,1199.0,5.0
Maruti Ritz VDi,Jaipur,23.2,1248.0,5.0
Nissan Micra Diesel XV Premium,Pune,23.08,1461.0,5.0
Hyundai Verna 1.6 SX,Kolkata,22.32,1582.0,5.0
BMW 5 Series 2003-2012 523i,Kolkata,10.8,2497.0,5.0
Mercedes-Benz GLS 350d 4MATIC,Pune,11.0,2987.0,7.0
Honda CR-V 2.4L 4WD AT,Hyderabad,12.0,2354.0,5.0
Hyundai Creta 1.6 CRDi AT SX Plus,Bangalore,17.01,1582.0,5.0
Hyundai i10 Era,Jaipur,19.81,1086.0,5.0
Mercedes-Benz A Class A200 CDI Sport,Kochi,20.0,2143.0,5.0
Maruti Ertiga VXI,Jaipur,16.02,1373.0,7.0
Skoda Octavia Classic 1.9 TDI MT,Chennai,18.7,1896.0,5.0
Honda Amaze VX i-Vtech,Pune,18.0,1198.0,5.0
Maruti Zen LXi BSII,Chennai,17.3,993.0,5.0
Maruti SX4 ZXI MT BSIV,Kochi,15.5,1586.0,5.0
Honda Brio VX AT,Mumbai,16.5,1198.0,5.0
Maruti Wagon R VXI,Ahmedabad,18.9,998.0,5.0
Toyota Camry A/T,Mumbai,12.1,2362.0,5.0
Chevrolet Beat LS,Kochi,18.6,1199.0,5.0
Toyota Fortuner 4x4 AT,Delhi,12.55,2982.0,7.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,22.7,1498.0,5.0
Maruti Swift Vdi BSIII,Hyderabad,17.8,1248.0,5.0
Mercedes-Benz S Class 2005 2013 S 350 CDI,Pune,13.5,2987.0,5.0
Honda Mobilio S i VTEC,Mumbai,17.3,1497.0,7.0
Hyundai Grand i10 Sportz,Mumbai,18.9,1197.0,5.0
Mahindra XUV500 AT W8 FWD,Bangalore,16.0,2179.0,7.0
Skoda Fabia 1.6 MPI Elegance,Pune,14.83,1598.0,5.0
Hyundai Santro Xing GLS,Hyderabad,17.92,1086.0,5.0
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,15.29,1591.0,5.0
Mahindra Scorpio 1.99 S8,Delhi,15.4,1997.0,7.0
Skoda Rapid 1.6 TDI Ambition,Pune,20.5,1598.0,5.0
Renault Duster 110PS Diesel RxZ,Coimbatore,19.01,1461.0,5.0
BMW X5 xDrive 30d,Hyderabad,11.7,2993.0,5.0
Toyota Etios G,Coimbatore,17.6,1496.0,5.0
Maruti Wagon R LXI,Ahmedabad,22.5,998.0,5.0
Hyundai Creta 1.6 SX,Chennai,15.8,1591.0,5.0
Maruti Celerio VXI,Jaipur,23.1,998.0,5.0
Land Rover Range Rover HSE Dynamic,Coimbatore,12.7,2179.0,5.0
Chevrolet Beat LT,Pune,18.6,1199.0,5.0
Tata Nano Twist XT,Ahmedabad,25.4,624.0,4.0
Audi A6 2011-2015 35 TDI Technology,Coimbatore,17.68,1968.0,5.0
Mercedes-Benz E-Class 280 CDI,Kochi,11.0,2987.0,5.0
Maruti Swift VXI,Kochi,22.0,1197.0,5.0
Fiat Linea T Jet,Coimbatore,14.6,1368.0,5.0
Maruti Swift VXI Optional,Kochi,20.4,1197.0,5.0
Toyota Fortuner 3.0 Diesel,Hyderabad,11.5,2982.0,7.0
Maruti Ertiga ZXI,Mumbai,16.02,1373.0,7.0
BMW 3 Series 320i Sedan,Coimbatore,12.05,1995.0,5.0
Maruti Ertiga VXI,Jaipur,16.02,1373.0,7.0
Honda City 1.5 V AT,Mumbai,16.8,1497.0,5.0
Hyundai Santa Fe 4X4,Coimbatore,14.66,2199.0,7.0
Tata Indigo LS,Jaipur,17.0,1405.0,5.0
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Kolkata,10.93,2497.0,5.0
Maruti Swift Dzire LDi,Hyderabad,19.3,1248.0,5.0
Ford Fiesta Classic 1.4 Duratorq CLXI,Hyderabad,17.8,1399.0,5.0
Honda City i VTEC CVT VX,Coimbatore,18.0,1497.0,5.0
Toyota Fortuner 4x2 Manual,Delhi,13.0,2982.0,7.0
Honda Amaze VX O i VTEC,Mumbai,18.0,1198.0,5.0
Hyundai i20 Asta 1.4 CRDi,Delhi,22.54,1396.0,5.0
Chevrolet Enjoy TCDi LTZ 7 Seater,Bangalore,18.2,1248.0,7.0
Mercedes-Benz New C-Class Progressive C 200,Kochi,0.0,1950.0,5.0
Maruti SX4 ZXI AT Leather,Mumbai,12.6,1586.0,5.0
Toyota Innova 2.5 VX (Diesel) 7 Seater,Mumbai,12.99,2494.0,7.0
BMW 5 Series 2003-2012 520d,Ahmedabad,18.48,1995.0,5.0
Renault Duster 110PS Diesel RxZ,Delhi,19.01,1461.0,5.0
BMW X1 sDrive 20d xLine,Coimbatore,20.68,1995.0,5.0
Honda City ZX GXi,Kochi,17.7,1497.0,5.0
Maruti Ciaz RS ZDi Plus SHVS,Delhi,28.09,1248.0,5.0
Maruti Swift Dzire VXi,Pune,17.5,1298.0,5.0
Mahindra XUV500 W6 2WD,Pune,15.1,2179.0,7.0
Honda Civic 2006-2010 1.8 S MT,Ahmedabad,13.5,1799.0,5.0
Maruti Ertiga ZDI,Pune,25.47,1248.0,7.0
Toyota Etios Liva GD,Chennai,23.59,1364.0,5.0
Audi TT 2.0 TFSI,Delhi,9.9,1984.0,2.0
Skoda Rapid 1.5 TDI Style,Hyderabad,21.13,1498.0,5.0
Volkswagen Polo 1.5 TDI Highline,Hyderabad,20.14,1498.0,5.0
Skoda Laura 1.9 TDI AT Elegance,Jaipur,17.0,1896.0,5.0
Mahindra Renault Logan 1.5 DLE Diesel,Chennai,19.2,1461.0,5.0
Toyota Innova Crysta 2.8 GX AT,Ahmedabad,11.36,2755.0,7.0
BMW 3 Series 320d Luxury Line,Bangalore,18.88,1995.0,5.0
Honda Jazz 1.5 S i DTEC,Jaipur,27.3,1498.0,5.0
Honda Amaze VX i-DTEC,Kochi,25.8,1498.0,5.0
Jaguar XF 2.2 Litre Luxury,Kochi,16.36,2179.0,5.0
Maruti Swift Dzire VDI,Coimbatore,26.59,1248.0,5.0
Jeep Compass 2.0 Limited,Jaipur,17.1,1956.0,5.0
Toyota Corolla Altis 1.8 Sport,Pune,12.5,1794.0,5.0
Honda City 1.5 V MT,Kolkata,17.0,1497.0,5.0
Maruti Swift ZXI,Chennai,18.6,1197.0,5.0
Hyundai Verna 1.6 SX CRDI (O) AT,Coimbatore,22.32,1582.0,5.0
Mahindra Bolero ZLX,Jaipur,15.96,2523.0,7.0
Maruti Swift VDI,Chennai,22.9,1248.0,5.0
Audi A6 2011-2015 2.0 TDI Premium Plus,Hyderabad,17.68,1968.0,5.0
Ford Ikon 1.3 LXi NXt,Chennai,13.8,1299.0,5.0
Volkswagen Polo 1.5 TDI Highline,Coimbatore,20.14,1498.0,5.0
Mahindra Bolero VLX CRDe,Coimbatore,13.6,2523.0,7.0
Honda City i DTEC VX Option,Coimbatore,25.1,1498.0,5.0
Chevrolet Sail Hatchback 1.2 LS,Kolkata,18.2,1199.0,5.0
Hyundai i20 1.2 Spotz,Kochi,18.6,1197.0,5.0
BMW X1 sDrive 20d Sportline,Chennai,17.05,1995.0,5.0
BMW X1 sDrive 20d Exclusive,Mumbai,15.06,1995.0,5.0
Toyota Fortuner 4x2 AT,Mumbai,12.55,2982.0,7.0
Audi Q7 4.2 TDI Quattro Technology,Kochi,11.33,4134.0,7.0
Maruti Ertiga VDI,Kolkata,20.77,1248.0,7.0
Hyundai i20 1.2 Magna,Bangalore,18.5,1197.0,5.0
Mercedes-Benz S Class 2005 2013 S 350 L,Bangalore,10.13,3498.0,5.0
Renault Duster 85PS Diesel RxL,Ahmedabad,20.45,1461.0,5.0
Mahindra Quanto C2,Hyderabad,17.21,1493.0,7.0
Toyota Fortuner 4x2 AT,Delhi,12.55,2982.0,7.0
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,15.97,2993.0,7.0
Maruti Swift Dzire VDi,Hyderabad,19.3,1248.0,5.0
Maruti Swift LDI Optional,Kochi,25.2,1248.0,5.0
Audi A6 2011-2015 35 TFSI Technology,Kochi,13.53,1984.0,5.0
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,Mumbai,10.5,2835.0,6.0
Jaguar XF 2.2 Litre Executive,Delhi,16.36,2179.0,5.0
Toyota Innova Crysta 2.8 ZX AT,Coimbatore,11.36,2755.0,7.0
Skoda Octavia Ambition 2.0 TDI AT,Mumbai,19.3,1968.0,5.0
Toyota Corolla Altis VL AT,Bangalore,14.28,1798.0,5.0
Maruti Omni 8 Seater BSII,Pune,19.7,796.0,8.0
Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,17.9,2143.0,5.0
Volkswagen Vento 1.5 TDI Highline AT,Mumbai,21.5,1498.0,5.0
Mahindra XUV500 W10 2WD,Ahmedabad,16.0,2179.0,7.0
Nissan Terrano XL 85 PS,Hyderabad,20.45,1461.0,5.0
Hyundai Verna 1.6 SX CRDi (O),Jaipur,22.32,1582.0,5.0
BMW 5 Series 2013-2017 530d M Sport,Coimbatore,14.69,2993.0,5.0
Mahindra Scorpio S4 Plus,Bangalore,15.4,2179.0,7.0
Hyundai Verna 1.6 CRDi SX,Coimbatore,23.9,1582.0,5.0
Audi Q7 3.0 TDI Quattro Premium Plus,Pune,12.07,2967.0,7.0
Chevrolet Aveo U-VA 1.2 LT,Coimbatore,14.7,1150.0,5.0
Mahindra Bolero ZLX BSIII,Kolkata,13.6,2523.0,7.0
Hyundai Xcent 1.2 Kappa S,Mumbai,19.1,1197.0,5.0
Toyota Innova Crysta 2.4 GX MT 8S,Hyderabad,13.68,2393.0,8.0
Hyundai EON Era Plus,Hyderabad,21.1,814.0,5.0
Volkswagen Polo Diesel Comfortline 1.2L,Delhi,22.07,1199.0,5.0
Maruti Vitara Brezza ZDi,Pune,24.3,1248.0,5.0
BMW 3 Series 320d Prestige,Mumbai,18.88,1995.0,5.0
Hyundai EON Sportz,Coimbatore,21.1,814.0,5.0
Honda City 1.5 S MT,Mumbai,17.0,1497.0,5.0
Honda Accord 2.4 MT,Kochi,12.8,2354.0,5.0
Mahindra Xylo E8,Hyderabad,14.0,2498.0,8.0
BMW 3 Series 320d,Chennai,13.2,1995.0,5.0
Honda City V MT,Pune,16.8,1497.0,5.0
Mahindra XUV500 W10 2WD,Kochi,16.0,2179.0,7.0
Hyundai i20 Asta 1.4 CRDi,Delhi,21.27,1396.0,5.0
Toyota Fortuner 4x2 Manual,Hyderabad,13.0,2982.0,7.0
Mahindra Bolero DI BSII,Chennai,13.6,2523.0,8.0
Maruti Esteem Vxi - BSIII,Chennai,15.9,1298.0,5.0
Mini Cooper 5 DOOR D,Mumbai,20.7,1496.0,5.0
Audi Q3 35 TDI Quattro Premium,Hyderabad,15.73,1968.0,5.0
Hyundai i20 Sportz Option,Delhi,17.0,1197.0,5.0
Tata Safari Storme VX Varicor 400,Jaipur,14.1,2179.0,7.0
Honda BR-V i-DTEC VX MT,Kochi,21.9,1498.0,7.0
Volkswagen Jetta 2013-2015 2.0L TDI Highline,Kolkata,19.33,1968.0,5.0
Hyundai Xcent 1.2 Kappa S Option,Jaipur,19.1,1197.0,5.0
Maruti Ignis 1.2 Alpha,Mumbai,20.89,1197.0,5.0
BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,18.12,1995.0,5.0
Ford Ikon 1.3 CLXi,Hyderabad,13.8,1299.0,5.0
Hyundai i10 Sportz,Kolkata,20.36,1197.0,5.0
Hyundai Verna 1.6 CRDI,Coimbatore,22.32,1582.0,5.0
BMW 3 Series 320d Highline,Bangalore,16.07,1995.0,5.0
Mercedes-Benz E-Class 2009-2013 E200 CGI Blue Efficiency,Delhi,12.3,1796.0,5.0
Chevrolet Beat Option Pack,Kolkata,18.6,1199.0,5.0
Mahindra XUV500 W8 2WD,Delhi,15.1,2179.0,7.0
Maruti Ciaz ZDi Plus SHVS,Jaipur,28.09,1248.0,5.0
Mercedes-Benz New C-Class C 250 CDI Avantgarde,Coimbatore,19.71,2143.0,5.0
Honda City ZX CVT,Chennai,16.4,1497.0,5.0
Toyota Fortuner 4x2 4 Speed AT,Jaipur,11.5,2982.0,7.0
Maruti Alto K10 VXI,Bangalore,24.07,998.0,5.0
Jaguar XJ 2.0L Portfolio,Mumbai,9.43,1999.0,5.0
Hyundai i20 1.4 Magna ABS,Chennai,21.9,1396.0,5.0
Honda BRV i-VTEC V CVT,Mumbai,16.0,1497.0,7.0
Toyota Corolla Executive (HE),Chennai,13.4,1794.0,5.0
Audi A6 2011-2015 2.0 TDI Premium Plus,Coimbatore,17.68,1968.0,5.0
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,Mumbai,12.99,2494.0,7.0
Hyundai Grand i10 CRDi Sportz,Jaipur,24.0,1120.0,5.0
Volkswagen Vento IPL II Petrol Highline AT,Mumbai,14.8,1598.0,5.0
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Delhi,12.8,2494.0,7.0
Hyundai Verna CRDi SX,Jaipur,16.8,1493.0,5.0
Maruti Ritz VDi,Pune,23.2,1248.0,5.0
Audi Q7 3.0 TDI Quattro Technology,Pune,12.07,2967.0,7.0
Hyundai i20 Asta Option 1.2,Pune,18.6,1197.0,5.0
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,24.3,1248.0,5.0
Honda City i VTEC S,Pune,17.4,1497.0,5.0
Maruti Ciaz ZXi,Pune,20.73,1373.0,5.0
Nissan Sunny XV CVT,Kochi,17.5,1498.0,5.0
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,22.07,1199.0,5.0
Maruti Ertiga ZDI,Hyderabad,20.77,1248.0,7.0
Maruti Swift Dzire VDI,Jaipur,26.59,1248.0,5.0
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Bangalore,14.84,2143.0,5.0
Honda Brio S MT,Mumbai,19.4,1198.0,5.0
Hyundai i10 Magna Optional 1.1L,Hyderabad,16.0,1086.0,5.0
Hyundai Verna 1.6 SX CRDi (O),Jaipur,22.32,1582.0,5.0
Maruti Ciaz VDI SHVS,Kochi,28.09,1248.0,5.0
Ford Ikon 1.3 Flair,Pune,13.8,1299.0,5.0
Volkswagen Polo 1.2 MPI Highline,Pune,16.2,1199.0,5.0
Honda Jazz 1.2 V i VTEC,Chennai,18.7,1199.0,5.0
Honda Amaze EX i-Dtech,Bangalore,25.8,1498.0,5.0
Hyundai i20 Asta 1.4 CRDi,Hyderabad,22.54,1396.0,5.0
Maruti Ritz VDi,Hyderabad,21.1,1248.0,5.0
Honda City V MT,Chennai,16.8,1497.0,5.0
Skoda Superb 1.8 TSI MT,Hyderabad,13.14,1798.0,5.0
Maruti Vitara Brezza LDi Option,Pune,24.3,1248.0,5.0
Hyundai i20 Asta,Bangalore,17.0,1197.0,5.0
Maruti Alto K10 VXI AGS,Hyderabad,24.07,998.0,5.0
Hyundai EON Era Plus,Kochi,21.1,814.0,5.0
Hyundai i10 Sportz,Mumbai,20.36,1197.0,5.0
Mercedes-Benz SLK-Class SLK 350,Coimbatore,18.1,3498.0,2.0
Audi A6 2.0 TDI Design Edition,Hyderabad,18.53,1968.0,5.0
Ford EcoSport 1.5 TDCi Titanium,Bangalore,22.77,1498.0,5.0
Volkswagen Passat Highline DSG,Kolkata,14.3,1968.0,5.0
Toyota Innova Crysta 2.4 ZX MT,Bangalore,13.68,2393.0,7.0
Ford Figo Diesel ZXI,Jaipur,20.0,1399.0,5.0
Chevrolet Aveo 1.4,Pune,14.49,1399.0,5.0
Maruti Ritz LXi,Coimbatore,18.5,1197.0,5.0
Land Rover Freelander 2 SE,Chennai,12.39,2179.0,5.0
Hyundai Grand i10 Asta,Coimbatore,18.9,1197.0,5.0
Ford Endeavour 3.2 Trend AT 4X4,Coimbatore,10.91,3198.0,7.0
Audi Q5 2008-2012 2.0 TDI,Kochi,12.8,1968.0,5.0
Hyundai Verna 1.6 VTVT,Kochi,17.01,1591.0,5.0
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Chennai,13.0,2143.0,5.0
Mercedes-Benz M-Class ML 350 4Matic,Pune,0.0,2987.0,5.0
Maruti Swift Dzire ZXi,Pune,17.5,1298.0,5.0
Honda City 1.3 EXI S,Delhi,13.0,1343.0,5.0
Renault Duster 85PS Diesel RxL Optional,Jaipur,20.46,1461.0,5.0
Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,14.84,2143.0,5.0
BMW X5 xDrive 30d Design Pure Experience 5 Seater,Hyderabad,15.97,2993.0,5.0
Hyundai Xcent 1.2 Kappa SX Option,Kochi,19.1,1197.0,5.0
Maruti Dzire AMT ZXI Plus,Hyderabad,22.0,1197.0,5.0
BMW 3 Series 320d Corporate Edition,Kolkata,16.07,1995.0,4.0
Maruti Alto 800 LXI,Kochi,22.74,796.0,5.0
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,17.11,1968.0,5.0
Mini Cooper S,Pune,13.6,1598.0,4.0
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,12.07,2967.0,7.0
Chevrolet Beat Diesel LT,Bangalore,25.44,936.0,5.0
Maruti Wagon R LXI BS IV,Kochi,20.51,998.0,5.0
Nissan Terrano XV Premium 110 PS,Kolkata,19.01,1461.0,5.0
BMW 3 Series 320d Luxury Plus,Ahmedabad,18.88,1995.0,5.0
Maruti Swift Dzire VXI,Mumbai,20.85,1197.0,5.0
Skoda Yeti Elegance 4X2,Jaipur,17.72,1968.0,5.0
Ford EcoSport 1.5 Ti VCT AT Titanium,Kochi,15.63,1499.0,5.0
Hyundai i20 1.2 Magna,Chennai,18.5,1197.0,5.0
Maruti S Cross DDiS 200 Sigma Option,Pune,15.0,1248.0,5.0
Hyundai Verna Transform VTVT,Pune,16.2,1599.0,5.0
BMW 3 Series 320d Luxury Line,Kochi,18.88,1995.0,5.0
Hyundai Grand i10 1.2 CRDi Magna,Kolkata,24.0,1186.0,5.0
Honda City i-VTEC V,Delhi,17.4,1497.0,5.0
Maruti Swift 1.3 VXi,Chennai,16.1,1497.0,5.0
Maruti Swift VDI BSIV,Kolkata,25.2,1248.0,5.0
Maruti Baleno Zeta 1.3,Coimbatore,27.39,1248.0,5.0
Tata Safari Storme 2012-2015 LX,Kochi,14.0,2179.0,7.0
Hyundai Accent GLS,Bangalore,13.2,1495.0,5.0
Maruti Swift LDI SP Limited Edition,Hyderabad,25.2,1248.0,5.0
Tata Nano XTA,Coimbatore,21.9,624.0,4.0
Maruti Ertiga VDI,Ahmedabad,25.47,1248.0,7.0
Maruti Celerio VXI AMT,Delhi,23.1,998.0,5.0
Maruti Swift VDI BSIV,Delhi,25.2,1248.0,5.0
Volkswagen Vento Petrol Highline,Kochi,15.04,1598.0,5.0
Volkswagen Jetta 2007-2011 1.9 Highline TDI,Chennai,15.5,1896.0,5.0
Mini Cooper 5 DOOR D,Hyderabad,20.7,1496.0,5.0
Tata Indica V2 DLS,Chennai,17.2,1396.0,5.0
Land Rover Range Rover 3.0 D,Mumbai,0.0,1497.0,5.0
Honda City i-VTEC CVT VX,Bangalore,18.0,1497.0,5.0
Jaguar XF 2.2 Litre Luxury,Coimbatore,16.36,2179.0,5.0
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Kochi,15.0,2143.0,5.0
Chevrolet Cruze LTZ,Chennai,18.3,1991.0,5.0
Mahindra XUV500 W8 2WD,Ahmedabad,15.1,2179.0,7.0
Mercedes-Benz New C-Class C 200 CGI Avantgarde,Kochi,11.74,1796.0,5.0
Honda Jazz VX,Kochi,18.2,1199.0,5.0
Toyota Etios G,Kolkata,16.78,1496.0,5.0
Maruti Alto LXi BSIII,Hyderabad,19.7,796.0,5.0
Maruti Swift VXI BSIV,Coimbatore,20.4,1197.0,5.0
Maruti A-Star Vxi,Pune,19.0,998.0,5.0
Tata Nano Lx BSIV,Chennai,25.4,624.0,4.0
Ford Figo Titanium Diesel,Kolkata,25.5,1498.0,5.0
Fiat Linea Emotion,Jaipur,16.0,1368.0,5.0
Ford Figo Aspire 1.2 Ti-VCT Trend,Coimbatore,18.16,1196.0,5.0
Maruti Baleno LXI,Hyderabad,15.4,1590.0,5.0
BMW 3 Series 320d Luxury Line,Coimbatore,18.88,1995.0,5.0
Chevrolet Cruze LTZ,Jaipur,17.9,1998.0,5.0
Mahindra Scorpio 2.6 DX,Chennai,12.7,2609.0,8.0
Tata Indica V2 eLS,Hyderabad,25.0,1396.0,5.0
Chevrolet Cruze LTZ AT,Ahmedabad,18.1,1991.0,4.0
Toyota Innova 2.5 V Diesel 8-seater,Chennai,12.8,2494.0,8.0
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,19.27,2143.0,5.0
Maruti Ritz VXi,Kolkata,18.5,1197.0,5.0
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Ahmedabad,12.8,2494.0,8.0
Toyota Fortuner 4x4 MT,Bangalore,12.55,2982.0,7.0
Hyundai i10 Sportz AT,Coimbatore,16.95,1197.0,5.0
Hyundai Verna 1.6 SX,Bangalore,22.32,1582.0,5.0
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Bangalore,15.73,1968.0,5.0
Chevrolet Beat LS,Kolkata,18.6,1199.0,5.0
Ford Fiesta 1.4 Duratorq ZXI,Pune,17.8,1399.0,5.0
Ford Figo Diesel EXI,Coimbatore,20.0,1399.0,5.0
Maruti Celerio VXI AT,Hyderabad,23.1,998.0,5.0
